iter	MultiClass
660	0.0001452587024
661	0.0001448358264
662	0.0001443315096
663	0.0001437399572
664	0.00014318319
665	0.0001427119258
666	0.0001423349407
667	0.0001419166809
668	0.0001416066203
669	0.0001411386641
670	0.0001405076294
671	0.0001400404492
672	0.0001398755962
673	0.0001396193265
674	0.0001389642488
675	0.0001385462897
676	0.0001380462257
677	0.0001377544854
678	0.0001373614307
679	0.0001372046212
680	0.00013686291
681	0.0001365055019
682	0.0001359931907
683	0.0001357085546
684	0.0001353745305
685	0.0001351784347
686	0.0001347567792
687	0.0001343193664
688	0.0001339718801
689	0.0001337213488
690	0.000133375455
691	0.0001329306879
692	0.0001325429699
693	0.0001321714064
694	0.0001318811093
695	0.0001314724177
696	0.0001309599587
697	0.0001307296775
698	0.0001302905264
699	0.000130049628
700	0.0001296595442
701	0.0001292032085
702	0.000128778972
703	0.0001282756949
704	0.0001279893106
705	0.0001276154495
706	0.0001271994633
707	0.0001268890357
708	0.0001265454413
709	0.0001261091887
710	0.0001257042119
711	0.0001254966289
712	0.0001250699086
713	0.0001248538689
714	0.0001243513732
715	0.000123728675
716	0.0001234582533
717	0.0001229925242
718	0.0001225855153
719	0.0001219865641
720	0.0001218212037
721	0.0001213689091
722	0.0001210044501
723	0.0001208512162
724	0.0001205825417
725	0.0001202562213
726	0.0001198649241
727	0.0001195529295
728	0.0001191050483
729	0.0001187309091
730	0.0001186088849
731	0.0001183746077
732	0.0001181681582
733	0.0001178326803
734	0.0001175941156
735	0.0001173146174
736	0.000116819185
737	0.000116415525
738	0.0001160093495
739	0.0001159110905
740	0.0001157484211
741	0.000115605008
742	0.0001153804777
743	0.0001150615601
744	0.0001147915989
745	0.0001145267262
746	0.0001140358449
747	0.00011387684
748	0.0001135895834
749	0.00011307859
750	0.0001127360688
751	0.0001126064446
752	0.0001124621654
753	0.0001121747764
754	0.0001117812121
755	0.0001116099178
756	0.0001112241561
757	0.0001109048638
758	0.0001107799622
759	0.000110501312
760	0.0001103277995
761	0.0001102020967
762	0.0001099608509
763	0.0001095581329
764	0.0001093091579
765	0.0001089945275
766	0.0001086672689
767	0.0001084207679
768	0.0001082251293
769	0.0001079926018
770	0.0001078884263
771	0.0001076552365
772	0.0001074567032
773	0.0001072250157
774	0.0001069676432
775	0.0001067281434
776	0.0001065475037
777	0.000106443847
778	0.0001061142691
779	0.0001060239954
780	0.0001057430137
781	0.0001052066743
782	0.0001051277957
783	0.0001047823044
784	0.0001045844803
785	0.0001043022896
786	0.0001040366455
787	0.0001038332112
788	0.0001036843376
789	0.0001034563831
790	0.0001033117654
791	0.0001030606918
792	0.0001028623732
793	0.0001026114687
794	0.000102511225
795	0.0001021660937
796	0.0001020513405
797	0.0001017723301
798	0.0001015339826
799	0.0001012886219
800	0.0001009480991
801	0.0001007667208
802	0.0001006378391
803	0.0001005124028
804	0.0001002046534
805	0.0001000068385
806	9.98514036e-05
807	9.974657921e-05
808	9.956714349e-05
809	9.934961677e-05
810	9.897434532e-05
811	9.882858664e-05
812	9.857948913e-05
813	9.836890842e-05
814	9.822457538e-05
815	9.795055424e-05
816	9.778286877e-05
817	9.757312498e-05
818	9.729016064e-05
819	9.719080843e-05
820	9.686391469e-05
821	9.680550031e-05
822	9.652814195e-05
823	9.640333023e-05
824	9.621843161e-05
825	9.606676624e-05
826	9.597013103e-05
827	9.568868145e-05
828	9.543798838e-05
829	9.518078042e-05
830	9.505300642e-05
831	9.486524454e-05
832	9.455097323e-05
833	9.430677668e-05
834	9.397263604e-05
835	9.379620883e-05
836	9.370135202e-05
837	9.351390154e-05
838	9.315639476e-05
839	9.292928799e-05
840	9.286117603e-05
841	9.273434861e-05
842	9.249390864e-05
843	9.23071202e-05
844	9.210449645e-05
845	9.209274923e-05
846	9.201567772e-05
847	9.177942778e-05
848	9.164267812e-05
849	9.145708642e-05
850	9.133472061e-05
851	9.118424036e-05
852	9.094536874e-05
853	9.059351091e-05
854	9.053038918e-05
855	9.032096761e-05
856	9.009147262e-05
857	8.99885418e-05
858	8.995260671e-05
859	8.976822327e-05
860	8.959251552e-05
861	8.93870257e-05
862	8.915895875e-05
863	8.901608026e-05
864	8.891974943e-05
865	8.882033465e-05
866	8.871207684e-05
867	8.861338839e-05
868	8.848519178e-05
869	8.837686312e-05
870	8.816634114e-05
871	8.801868588e-05
872	8.794620104e-05
873	8.786435189e-05
874	8.772093054e-05
875	8.756098685e-05
876	8.743490681e-05
877	8.721959519e-05
878	8.710062832e-05
879	8.701088211e-05
880	8.686897141e-05
881	8.668093694e-05
882	8.643336015e-05
883	8.622689149e-05
884	8.601445127e-05
885	8.577688996e-05
886	8.550546519e-05
887	8.526863825e-05
888	8.515228023e-05
889	8.498848656e-05
890	8.488101107e-05
891	8.4750534e-05
892	8.452542897e-05
893	8.430619764e-05
894	8.406193842e-05
895	8.394230852e-05
896	8.353911661e-05
897	8.337159256e-05
898	8.311363028e-05
899	8.297926247e-05
900	8.276371727e-05
901	8.254659695e-05
902	8.231201181e-05
903	8.215634279e-05
904	8.1966745e-05
905	8.187880563e-05
906	8.175406821e-05
907	8.160570242e-05
908	8.154278075e-05
909	8.139152721e-05
910	8.131887983e-05
911	8.119639522e-05
912	8.103582354e-05
913	8.083736989e-05
914	8.077333611e-05
915	8.056433135e-05
916	8.035536932e-05
917	8.020081145e-05
918	8.006319953e-05
919	7.996901006e-05
920	7.975158853e-05
921	7.949433699e-05
922	7.936160069e-05
923	7.919652598e-05
924	7.901916809e-05
925	7.899344382e-05
926	7.896545057e-05
927	7.883670019e-05
928	7.869172379e-05
929	7.859865899e-05
930	7.85476066e-05
931	7.847578329e-05
932	7.827677445e-05
933	7.808207624e-05
934	7.800641044e-05
935	7.794099791e-05
936	7.775221631e-05
937	7.75501954e-05
938	7.741556595e-05
939	7.727744172e-05
940	7.71680974e-05
941	7.708120239e-05
942	7.693558981e-05
943	7.667521366e-05
944	7.654290732e-05
945	7.62394634e-05
946	7.610340054e-05
947	7.602417876e-05
948	7.591445613e-05
949	7.584938192e-05
950	7.567199911e-05
951	7.555063581e-05
952	7.52835943e-05
953	7.512483558e-05
954	7.497904738e-05
955	7.489105129e-05
956	7.475636182e-05
957	7.466158524e-05
958	7.45371103e-05
959	7.442814569e-05
960	7.434017903e-05
961	7.410659021e-05
962	7.392744487e-05
963	7.381000884e-05
964	7.36685019e-05
965	7.350771508e-05
966	7.343790344e-05
967	7.327895214e-05
968	7.309028853e-05
969	7.302792158e-05
970	7.294043339e-05
971	7.279998227e-05
972	7.270351979e-05
973	7.261827224e-05
974	7.245751778e-05
975	7.227711245e-05
976	7.205902676e-05
977	7.192106401e-05
978	7.174495624e-05
979	7.160819324e-05
980	7.148098884e-05
981	7.134312575e-05
982	7.122898811e-05
983	7.106931085e-05
984	7.096291302e-05
985	7.089301974e-05
986	7.079449727e-05
987	7.067060173e-05
988	7.055581688e-05
989	7.043354002e-05
990	7.033047639e-05
991	7.025488502e-05
992	7.011584064e-05
993	7.003286468e-05
994	6.993143086e-05
995	6.987463931e-05
996	6.978760411e-05
997	6.972047192e-05
998	6.964995498e-05
999	6.95656503e-05
